x1,x2,f
6.0,5.0,1810.0
4.935483870967742,5.0,1845.1290322580646
4.935483870967742,6.0588235294117645,1878.738140417457
5.003795066413662,6.0588235294117645,1878.8827994195776
5.003795066413662,5.996204933586338,1878.999006225493
4.999755157005571,5.996204933586338,1878.9995121724019
4.999755157005571,6.000223239200804,1878.9999962285594
