mu,x1,x2,f
0.001,4.997115858292171,5.995389489236887,1878.9990725914674
0.01,4.971433641315292,5.954531854157515,1878.9096083174113
0.1,4.728512519981441,5.574126172882872,1871.0110790773128
1.0,3.187037189651911,3.39617946551519,1565.4746936951424
10.0,3.02254438006381,3.1863936095227547,1510.8779231850474
100.0,3.0227367806367287,3.1862768106899377,1510.8779221626378
1000.0,3.0017077629233366,3.1989748862367953,1510.8455217654787
10000.0,2.996238407189108,3.202254736673409,1510.8263108870876
100000.0,2.996238407189108,3.202254736673409,1510.8263108870876
